Wie wird ein VLAN in einem Ethernet-Frame markiert?; Tag
Welchen Nutzen dient der VLAN Tag?; Zuordnung, Ausdehnung über mehrere Switche
Warum kann Verkehr zwischen VLANs nicht stattfinden?; Der Switch leitet nur Frames nur innerhalb desselben VLANs weiter
Wo wird im Ethernet-Frame der Tag hinzugefügt?; Zwischen dem Adressblock und dem Type-/Length-Field
Welche IEEE Normung entspricht dem Tagged VLAN?; 802.1Q
Wieviele Bytes ist der VLAN Tag?; 4 Byte
Wieviele Bytes ist ein Ethernet-Frame wenn ein VLAN Tag hinzugefügt ist?; 1.522 Bytes
Aus welchen Feldern besteht der VLAN Tag?; TPID, PCP, CFI, VID
Auf welchen Wert wird das TPID Feld des VLAN Tags gesetzt?; 0x8100
Wie nennt man eine Verbindung zwischen Switches, welche getaggte Pakete transportieren?; Trunk
Nur wo sind VLAN-Tags enthalten?; In Paketen von Switch-zu-Switch
Wo wird der Tag dem Paket hinzugefügt?; Switch
Wo wird der Tag dem Paket entfernt?; Switch
In welche zwei Arten können Ports dem VLAN zugeordnet werden?; Statisch, Dynamisch
Wie werden Ports bei der statischen Zuordnung bei VLANs zugeordnet?; Manuell vom Administrator
Welchen Vorteil hat die statische Zuordnung?; Eindeutige Zuordnung
Welchen Nachteil hat die statische Zuordnung?; Hoher administrativer Aufwand, fehlende Mobilität der Geräte
Wie werden Ports bei der dynamischen Zuordnung bei VLANs zugeordnet?; Auf Basis von Kriterien, wie MAC- oder IP-Adresse oder Authentifizierung
Welchen Vorteil hat die dynamische Zuordnung?; Geringerer administrativer Aufwand, Mobilität der Geräte
Welchen Nachteil hat die dynamische Zuordnung?; Sicherheitsdefizite (z.B. MAC-Adressenfälschung)
Auf welcher Schicht des OSI-Referenzmodells findet die Trennung der VLANs statt?; Network / Vermittlung
Bei welchem Gerät findet die Trennung der VLANs statt?; Router
Wie können verschiedene VLANs miteinander kommunizieren?; Router
Warum werden keine Broadcasts zwischen getrennten VLANs übertragen?; Trennung auf der dritten Schicht
Wie oft müssen Access-Listen pro Subnetz konfiguriert werden?; Ein mal
Was kann man mittels VLAN-Pruning erlauben oder verbieten?; Broadcast Transport durch Trunk
Auf welcher Schicht des TCP/IP-Referenzmodells findet die Trennung der VLANs statt?; Internet
Wieviele VLAN Netze werden gleichtzeitig unterstützt?; 4.096
Anhand was kann man die maximale VLAN Anzahl erkennen?; VID Feld Länge im Tag
Wieviele Bits hat das VID Feld im Tag?; 12 Bits
